k,i,j,jw,cpau,jwau,dfpy,dfpy2,jwso,dfv,mfv,dfp,mfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix,test
132588,2,3,0.03,0,0,3,9,0,24,1854,,,,,72,0.333333333,4,D,"VARIYAM JN, 1995, ERS TECHNICAL B, V1842
VARIYAM JN, 1998, ERS TECHNICAL B, V1866",TRUE,,260923,FALSE
132921,1,2,0.028571429,0,0,0,0,0,0,24,,,,,0,1,4,D,"VERDOORN PJ, 1956, ECONOMETRICA, V24
VERDOORN PJ, 1956, ECONOMETRICA, V24, P429",TRUE,TRUE,260944,FALSE
133004,1,2,0.01,0,0,0,0,0,1,1.5,,,,,0,1,4,D,"VERNON A, 1989, THINKING FEELING BEH, V1
VERNON A, 1989, THINKING FEELING BEH, V2",TRUE,TRUE,260992,FALSE
133373,1,2,0.045512821,0,0,0,0,0.035294118,64,47,,,,,0,1,4,D,"VISHER SS, 1928, INDIANA U STUD, V15, P7
VISHER SS, 1928, INDIANA U STUDIES, V79",TRUE,TRUE,261041,FALSE
133651,1,3,0.067288379,0,0.01372549,0,0,0,0,6,,,,,0,0.333333333,4,D,"VONHORNBOSTEL EM, 1933, AFRICA, V6
VON HORNBOSTEL EM, 1933, AFRICA, V6, P277",TRUE,TRUE,261071,FALSE
133756,1,2,0.067486861,0,0.145743146,3,9,0,0,1,,,,,0,0.333333333,4,D,"VONKELLER R, 1930, Z F G, V1
VONKOHL L, 1933, Z F G, V1",TRUE,TRUE,261080,FALSE
133768,1,3,0.050891279,0,0.091428571,0,0,0,0,1,,,,,0,0.333333333,4,D,"VONMARTINS, 1867, BEITRAGE ETHNOGRAPHI, V1
VONMARTIUS KFP, 1867, BEITRAGE ETHNOGRAPHI, V1",TRUE,TRUE,261084,FALSE
133812,1,2,0.018518519,0,0,0,0,0,0,4,,,,,0,1,4,D,"VONUNGERNSTERNB.R, 1931, EUGENICS RES ASS MON, V4
VONUNGERNSTERNB.R, 1931, EUGENICS RES ASS MON, V4, P71",TRUE,TRUE,261092,FALSE
134195,1,2,0.093121693,0,0.155555556,10,100,0,13,7.5,,,,,130,1,4,D,"WAINER H, 1986, J ED STATISTICS, V14
WALBERG H, 1976, J ED STATISTICS, V1, P253",TRUE,,261126,FALSE
134548,1,3,0.084006285,0,0.02,2,4,0.126666667,2,5,,,,,4,0.333333333,4,D,"WALLACE R, 1992, IN PRESS STUDIES LAN, V4
WALLACE RK, 1990, IN PRESS SCI RES MAH, V6",TRUE,,261154,FALSE
135483,1,2,0.052647204,0,0,0,0,0.08,0,176,,,,,0,1,4,D,"WATSON GB, 1925, TEACHERS COLL COLUMB, V176, P1
WATSON GB, 1925, TEACHERS COLL CONTRI, V176",TRUE,TRUE,261260,FALSE
135516,1,2,0.018867925,0,0,0,0,0,0,16,,,,,0,1,4,D,"WATSON PATTY JO, 1969, ILLINOIS STATE MUSEU, V16
WATSON PATTY JO, 1969, ILLINOIS STATE MUSEU, V16, P41",TRUE,TRUE,261262,FALSE
135575,2,7,0.082229965,0,0,2,4,0,2,20,,,,,4,0.047619048,4,D,"WATTS DP, 2000, INT J PRIMATOL, V21
WATTS DP, 1998, INT J PRIMATOL, V19, P681",TRUE,,261272,FALSE
135689,1,2,0.031578947,0,0,5,25,0,5,36.5,,,,,25,1,4,D,"WEAVER AJ, 2007, GEOPHYS RES LETT, V34
WEAVER AJ, 2012, GEOPHYS RES LETT, V39",TRUE,,261291,FALSE
136210,1,2,0.072051597,0,0.092857143,0,0,0,0,26,,,,,0,1,4,D,"WEIR RM, 1969, WILLIAM MARY QUART, V26, P473
WIER R, 1969, WILLIAM MARY QUART, V26",TRUE,TRUE,261331,FALSE
136396,1,2,0.045852814,0,0,0,0,0.04,0,7,,,,,0,1,4,D,"WEITLANER RJ, 1969, HDB MIDDLE AM INDI 1, V7, P516
WEITLANER RJ, 1969, HDB MIDDLE AM INDIAN, V7",TRUE,TRUE,261353,FALSE
137164,1,2,0.039712289,0,0,0,0,0.030526316,0,47,,,,,0,1,4,D,"WHEELER JA, 1998, INT J AGING HUM DEV, V47, P69
WHEELER JA, 1998, INT J AGING HUMAN DE, V47",TRUE,TRUE,261448,FALSE
137998,1,3,0.052998776,0,0,1,1,0.011764706,1,28.5,,,,,1,0.333333333,4,D,"WILCOX C, 1990, J SCI STUDY RELIG, V29
WILCOX C, 1989, J SCI STUD RELIG, V28, P400",TRUE,TRUE,261508,FALSE
138097,1,2,0.079649123,0,0,2,4,0.05,2,4,,,,,4,1,4,D,"WILEY DE, 1974, EDUCATIONAL RES, V0003
WILEY DE, 1976, EDUCATIONAL RESEARCH, V5, P18",TRUE,,261517,FALSE
138749,1,2,0.019512195,0,0,5,25,0,1,1.5,,,,,5,1,4,D,"WILSON EG, 1932, FAMOUS OLD EUCLID AV, V1
WILSON EG, 1937, FAMOUS OLD EUCLID AV, V2",TRUE,TRUE,261592,FALSE
139293,1,2,0.072142857,0,0.018181818,1,1,0.083333333,7,13.5,,,,,7,1,4,D,"WITHERS CW, 1985, SOC HIST, V10, P2
WITHERS CWJ, 1986, LOC HIST, V17",TRUE,,261625,FALSE
139390,1,2,0.090335658,0,0.02,4,16,0.071515152,4,17,,,,,16,1,4,D,"WLEZIEN C, 1997, POLIT BEHAV, V19, P7
WLEZIEN CB, 1993, POLITICAL BEHAV, V0015",TRUE,,261632,FALSE
139665,2,3,0.091539028,0,0,2,4,0.2125,14,61,,,,,28,0.333333333,4,D,"WOLMAN L, 1935, NAT BUR EC RES B, V54
WOLMAN L, 1937, B NATL BUREAU EC RES, V68",TRUE,,261652,FALSE
139735,1,2,0.082840981,0,0,0,0,0.086666667,0,8,,,,,0,1,4,D,"WONNACOTT P, 1982, CAN PUBLIC POL, V8, P412
WONNACOTT P, 1982, CANADIAN PUBLIC POLI, V8",TRUE,TRUE,261666,FALSE
139814,1,2,0.01025641,0,0,0,0,0,1,2.5,,,,,0,1,4,D,"WOOD JC, 1983, JM KEYNES CRITICAL A, V2
WOOD JC, 1983, JM KEYNES CRITICAL A, V3",TRUE,TRUE,261679,FALSE
140028,1,2,0.047705628,0,0,0,0,0.033333333,0,35,,,,,0,1,4,D,"WOODWORTH A, 1945, T AM PHILOS SOC NS, V35
WOODWORTH A, 1945, T AM PHILOS SOC, V35, P19",TRUE,TRUE,261692,FALSE
140034,1,2,0.016666667,0,0,0,0,0,1,1.5,,,,,0,1,4,D,"WOODY T, 1929, ED US, V1
WOODY T, 1929, ED US, V2",TRUE,TRUE,261693,FALSE
140109,1,2,0.070156399,0,0,0,0,0.096666667,0,65,,,,,0,1,4,D,"WORCESTER DA, 1957, J POLIT ECON, V65, P338
WORCESTER DA, 1957, J POLITICAL ECONOM 4, V65",TRUE,TRUE,261715,FALSE
140111,1,2,0.083428571,0,0,0,0,0.229342105,0,23,,,,,0,0.333333333,4,D,"WORCESTER DC, 1912, NATIONAL GEOGRAPHIC, V23, P833
WORCESTER DC, 1912, NATL GEOGRAPHIC MAGA, V23",TRUE,TRUE,261717,FALSE
140402,1,2,0.065720081,0,0.076923077,0,0,0,0,1300,,,,,0,0.333333333,4,D,"WRIGHT SEWALL, 1925, USDA B, V1300
WRIGHT S, 1925, USDA B, V1300, P45",TRUE,TRUE,261746,FALSE
140578,1,2,0.088830459,0,0.051851852,0,0,0.06,5,5.5,,,,,0,1,4,D,"WYLIE R, 1964, W AFRICAN J ED, V3
WYLLIE RW, 1964, W AFRICAN J EDUCATIO, V8, P171",TRUE,TRUE,261791,FALSE
141093,1,2,0.047698413,0,0,2,4,0.047058824,30,41,,,,,60,1,4,D,"YONEKAWA S, 1982, BUSINESS HIST REV, V56
YONEKAWA S, 1984, BUSINESS HIST, V26",TRUE,,261841,FALSE
141096,1,2,0.058454587,0,0.033333333,1,1,0.022222222,1,98.5,,,,,1,1,4,D,"YOO J, 2008, AM J PUBLIC HLTH, V98
YOO JP, 2009, AM J PUBLIC HEALTH, V99, P829",TRUE,TRUE,261842,FALSE
141241,1,2,0.082586207,0,0.092307692,0,0,0,0,1,,,,,0,1,4,D,"YOUNG M, 1953, SOCIOL REV, V1
YOUNG MICHAEL, 1953, SOCIOL REV, V1, P63",TRUE,TRUE,261848,FALSE
141434,1,2,0.087975439,0,0,21,441,0.141414141,12,7,,,,,252,1,4,D,"ZAHNWAXLER C, 1977, DEV PSYCHOL, V13, P87
ZAHNWAXLER C, 1998, ADV PSYCHOL SCI, V1",TRUE,,261866,FALSE
141911,1,2,0.044390244,0,0.022222222,0,0,0.08,0,1,,,,,0,0.333333333,4,D,"ZIEMBA WT, 1980, ENERGY POLICY MAKING, V1
ZIEMBA W, 1980, ENERGY POLICY MODELI, V1",TRUE,TRUE,261897,FALSE
141911,2,3,0.01,0,0,0,0,0,1,1.5,,,,,0,0.333333333,4,D,"ZIEMBA W, 1980, ENERGY POLICY MODELI, V1
ZIEMBA W, 1980, ENERGY POLICY MODELI, V2",TRUE,TRUE,261899,FALSE
142046,3,4,0.021052632,0,0,10,100,0,2,3,,,,,20,0.166666667,4,D,"ZINK G, 1975, ATLAS WIEDERFUNDE BE, V2
ZINK G, 1985, ATLAS WIEDERFUNDE BE, V4",TRUE,,261920,FALSE
4322,1,2,0.03714565,,,0,0,0,,,1072,594,,,0,1,5,E,"1701, CONSIDERATIONS E IND, P1130
1701, CONSIDERATIONS E IND, P58",TRUE,,261934,FALSE
4335,1,2,0.075436081,,,0,0,0.086346749,,,74,44,,,0,1,5,E,"1732, TREATISE FEME COVERT, PR7
1732, TREATY FEME COVERTS, P81",TRUE,TRUE,261943,TRUE
4338,1,2,0.04375,,,1,1,0,,,38,136,,,38,1,5,E,"1737, P SESS PEAC OYER TER, P117
1738, P SESS PEAC OYER TER, P155",TRUE,,261944,TRUE
4341,1,2,0.013793103,,,0,0,0,,,7,24,,,0,1,5,E,"1738, SHORT HIST GIN ACT, P20
1738, SHORT HIST GIN ACT, P27",TRUE,TRUE,261945,TRUE
4351,1,2,0.019569892,,,0,0,0,,,63,34,,,0,1,5,E,"1756, ESSAY CAUSES DECLINE, P2
1756, ESSAY CAUSES DECLINE, P65",TRUE,TRUE,261948,FALSE
4353,1,2,0.032688172,,,0,0,0,,,35,108,,,0,1,5,E,"1757, ESSAY MONEY COINS 1, P125
1757, ESSAY MONEY COINS 1, P90",TRUE,TRUE,261949,FALSE
4354,1,2,0.057638889,,,0,0,0,,,84,235,,,0,1,5,E,"1757, UNIVERSAL DICT TRADE, P277
1757, UNIVERSAL DICT TRADE, V1, P193",TRUE,TRUE,261950,TRUE
4363,1,4,0.063717949,,,0,0,0.0125,,,1,2,,,0,0.047619048,5,E,"1767, GAZETTEER NEW DA, P2
1767, GAZETTEER NEW D 0915, P3",TRUE,TRUE,261955,FALSE
4364,1,2,0.019569892,,,0,0,0,,,81,42,,,0,1,5,E,"1767, INQUIRY CAUSES PRESE, P1
1767, INQUIRY CAUSES PRESE, P82",TRUE,TRUE,261959,FALSE
4365,1,2,0.019569892,,,0,0,0,,,11,8,,,0,1,5,E,"1767, INQUIRY MANAGEMENT P, P14
1767, INQUIRY MANAGEMENT P, P3",TRUE,TRUE,261960,FALSE
4366,1,2,0.031653226,,,0,0,0,,,34,105,,,0,1,5,E,"1767, INQUIRY PRESENT HIGH, P122
1767, INQUIRY PRESENT HIGH, P88",TRUE,TRUE,261961,FALSE
4393,1,2,0.032,,,0,0,0,,,12,254,,,0,1,5,E,"1789, DIARIO MADRID, P248
1789, DIARIO MADRID, P260",TRUE,TRUE,261969,FALSE
4396,1,2,0.045555556,,,0,0,0,,,182,93,,,0,1,5,E,"1790, PROCES VERBAL SEANCE, P2
1790, PROCES VERBAL SEANCE, V1, P184",TRUE,TRUE,261970,FALSE
4402,1,2,0.025806452,,,0,0,0,,,26,80,,,0,1,5,E,"1792, OCTAVA JUNTA GEN BAN, P67
1792, OCTAVA JUNTA GEN BAN, P93",TRUE,TRUE,261971,FALSE
4415,1,3,0.031111111,,,1,1,0,,,2,6,,,2,0.333333333,5,E,"1802, DECIMANOVENA JUNTA G, P5
1801, DECIMANOVENA JUNTA G, P7",TRUE,,261992,FALSE
4415,2,3,0.019569892,,,0,0,0,,,35,24,,,0,0.333333333,5,E,"1801, DECIMANOVENA JUNTA G, P42
1801, DECIMANOVENA JUNTA G, P7",TRUE,TRUE,261993,FALSE
4416,1,2,0.025,,,0,0,0,,,87,244,,,0,1,5,E,"1802, ENQUIRY NATURE EFFEC, P200
1802, ENQUIRY NATURE EFFEC, P287",TRUE,TRUE,261994,FALSE
4417,1,3,0.076190476,,,87,7569,0,,,26,412,,,2262,0.333333333,5,E,"1803, ESSAY POPULATION, P399
1890, ESSAY POPULATION, P425",TRUE,,261996,FALSE
4418,1,2,0.08383547,,,1,1,0.06,,,454,231,,,454,1,5,E,"1803, ESSAY PRINCIPLES POP, P458
1804, ESSAY PRINCIPLE COMM, P4",TRUE,,261998,FALSE
4419,1,2,0.076666667,,,0,0,0,,,0,3,,,0,1,5,E,"1803, SALOPIAN J      1221, P3
1803, SALOPIAN J, P3",TRUE,TRUE,261999,FALSE
4429,1,2,0.018951613,,,0,0,0,,,43,36,,,0,1,5,E,"1810, QUESTION DEPRECIATIO, P58
1810, QUESTION DEPRECIATIO, PR15",TRUE,TRUE,262005,TRUE
4438,1,2,0.031653226,,,0,0,0,,,144,128,,,0,1,5,E,"1814, CHARTERS GENERAL LAW, P200
1814, CHARTERS GENERAL LAW, P56",TRUE,TRUE,262006,FALSE
4445,2,4,0.051747312,,,1,1,0,,,105,138,,,105,0.166666667,5,E,"1816, J DOCUMENTS HOUSE DE, P190
1815, J DOCUMENTS HOUSE DE, P85",TRUE,,262012,FALSE
4450,1,2,0.013333333,,,0,0,0,,,10,19,,,0,1,5,E,"1816, PROPOSALS EC SECURE, P14
1816, PROPOSALS EC SECURE, P24",TRUE,TRUE,262021,FALSE
4462,2,3,0.033333333,,,40,1600,0,,,300,386,,,12000,0.333333333,5,E,"1820, BOSTON CITY DIRECTOR, P236
1860, BOSTON CITY DIRECTOR, P536",TRUE,,262024,FALSE
4463,1,2,0.06010101,,,2,4,0,,,163,86,,,326,0.333333333,5,E,"1822, LETT MALTHUS, P4
1820, LETT MALTHUS, P167",TRUE,,262025,FALSE
4480,1,2,0.085065711,,,17,289,0,,,147,92,,,2499,1,5,E,"1823, THOUGHTS POLITICAL E, V2, P166
1840, THOUGHTS POLITICAL E, P19",TRUE,,262048,FALSE
4497,1,2,0.085951812,,,51,2601,0.030526316,,,23,94,,,1173,1,5,E,"1827, STATISTICAL ILLUSTRA, P105
1878, STATISTICA ILLUSTRAT, P82",TRUE,,262053,FALSE
4506,1,9,0.042204301,,,3,9,0,,,113,68,,,339,0.022222222,5,E,"1850, ANN REP NY SUPT COMM, P125
1847, ANN REP NY SUPT COMM, P12",TRUE,,262068,FALSE
4512,1,2,0.032703003,,,0,0,0.04,,,0,39,,,0,1,5,E,"1831, ADDR P FRIENDS DOM I, P39
1831, ADDR P FRIENDS DOMES, P39",TRUE,TRUE,262106,FALSE
4520,1,2,0.052450511,,,0,0,0.02,,,87,76,,,0,1,5,E,"1832, ANAL HIST CURRENCY Q, P120
1832, ANAL HIST CURRENCY, P33",TRUE,TRUE,262109,FALSE
4535,1,2,0.072113989,,,18,324,0,,,23,16,,,414,1,5,E,"1835, 1ST REPORT COMMISSIO, V33, P5
1853, 1ST REPORT COMMISSIO, P28",TRUE,,262192,FALSE
4540,1,2,0.057323232,,,14,196,0,,,3,44,,,42,1,5,E,"1836, COTTON WOOLLEN WORST, PXLV
1850, COTTON WOOLLEN WORST, PXLII",TRUE,,262194,FALSE
4541,3,5,0.055172414,,,61,3721,0,,,1,4,,,61,0.1,5,E,"1898, ETUDES EC POLITIQUE, P3
1837, ETUDES EC POLITIQUE, P4",TRUE,,262203,FALSE
4541,4,5,0.069425287,,,1,1,0,,,125,66,,,125,0.1,5,E,"1836, ETUDES EC POLITIQUE, V1, P129
1837, ETUDES EC POLITIQUE, P4",TRUE,,262204,FALSE
4543,1,2,0.04375,,,1,1,0.02,,,64,349,,,64,0.333333333,5,E,"1836, HERAPATH         JAN, P317
1837, HERAPATH         JUN, P381",TRUE,,262208,FALSE
4559,1,2,0.025806452,,,0,0,0,,,58,47,,,0,0.166666667,5,E,"1839, FARMERS MONTHLY VISI, P18
1839, FARMERS MONTHLY VISI, P76",TRUE,TRUE,262222,FALSE
4559,3,4,0.05,,,48,2304,0,,,45,126,,,2160,0.166666667,5,E,"1841, FARMERS MONTHLY VISI, P104
1889, FARMERS MONTHLY VISI, P149",TRUE,,262227,FALSE
4563,1,2,0.029166667,,,3,9,0,,,80,390,,,240,1,5,E,"1840, BRIT FARMERS MAG OCT, P350
1843, BRIT FARMERS MAG OCT, P430",TRUE,,262230,FALSE
4568,1,2,0.04,,,1,1,0.033333333,,,0,48,,,0,1,5,E,"1841, GAOL KEEPERS J  0609, VY, P48
1842, GAOL KEEPERS J  0623, VY, P48",TRUE,,262233,FALSE
4570,1,2,0.055053763,,,4,16,0,,,50,46,,,200,1,5,E,"1841, NEW STATISTICAL ACCO, P21
1845, NEW STATISTICAL ACCO, V3, P71",TRUE,,262234,FALSE
4572,1,2,0.051111111,,,25,625,0,,,137,70,,,3425,1,5,E,"1842, ABHANDLUNGEN BERLINE, P1
1867, ABHANDLUNGEN BERLINE, P138",TRUE,,262236,FALSE
4578,2,3,0.0125,,,0,0,0,,,206,125,,,0,0.333333333,5,E,"1864, CHILDRENS EMPLOYMENT, P228
1864, CHILDRENS EMPLOYMENT, PR22",TRUE,TRUE,262240,FALSE
4581,2,3,0.025806452,,,0,0,0,,,8,113,,,0,0.166666667,5,E,"1843, PROGR US POPULATION, P117
1843, PROGR US POPULATION, P109",TRUE,TRUE,262247,FALSE
4583,1,2,0.044354839,,,0,0,0.04,,,43,36,,,0,1,5,E,"1843, REPORT EMPLOYMENT CH, PR15
1843, REPORT EMPLOYMENT WO, P58",TRUE,TRUE,262250,FALSE
4587,5,6,0.042204301,,,10,100,0,,,188,116,,,1880,0.066666667,5,E,"1851, J LEGISLATIVE ASSEMB, P210
1861, J LEGISLATIVE ASSEMB, P22",TRUE,,262261,FALSE
4596,1,2,0.059259259,,,2,4,0,,,311,216,,,622,0.333333333,5,E,"1847, SHIPPING GAZETTE, P371
1845, SHIPPING GAZETTE, P60",TRUE,,262264,FALSE
4596,1,3,0.059259259,,,1,1,0,,,326,208,,,326,0.333333333,5,E,"1847, SHIPPING GAZETTE, P371
1846, SHIPPING GAZETTE, P45",TRUE,,262265,FALSE
4601,1,2,0.025,,,0,0,0,,,53,128,,,0,1,5,E,"1846, BANKING ALMANAC DIRE, P102
1846, BANKING ALMANAC DIRE, P155",TRUE,TRUE,262270,FALSE
4609,1,2,0.020229885,,,0,0,0,,,3,8,,,0,1,5,E,"1847, COMMERCE NAVIGATION, P10
1847, COMMERCE NAVIGATION, P7",TRUE,TRUE,262273,FALSE
4612,1,2,0.063141762,,,2,4,0,,,1,10,,,2,1,5,E,"1848, ADDRESS MAYOR MARCH, P10
1850, ADDRESS MAYOR MARCH, P9",TRUE,,262275,FALSE
4618,1,2,0.061524492,,,0,0,0.031578947,,,211,146,,,0,1,5,E,"1848, OEUVRES DIVERSES JB, P252
1848, OEUVRES DIVERSES, P41",TRUE,TRUE,262277,FALSE
4624,1,2,0.071111111,,,1,1,0,,,43,214,,,43,1,5,E,"1849, ANNUAIRE DEP RHONE, P235
1850, ANNUAIRE DEP RHONE, P192",TRUE,,262280,FALSE
4630,1,3,0.038136201,,,4,16,0,,,47,106,,,188,0.333333333,5,E,"1850, COMPENDIUM 7 CENSUS, P83
1854, COMPENDIUM 7 CENSUS, P130",TRUE,,262283,FALSE
4631,1,2,0.013333333,,,0,0,0,,,3,6,,,0,1,5,E,"1850, LETT SHAREHOLDERS GI, P5
1850, LETT SHAREHOLDERS GI, P8",TRUE,TRUE,262285,FALSE
4632,1,2,0.076308555,,,0,0,0.06,,,13,20,,,0,1,5,E,"1850, MAYORS ADDRESS ANN R, P13
1850, MAYORS ADDRESS, P26",TRUE,TRUE,262286,FALSE
4650,1,2,0.025806452,,,0,0,0,,,13,28,,,0,1,5,E,"1852, REPORT STLOUIS CHAMB, P21
1852, REPORT STLOUIS CHAMB, P34",TRUE,TRUE,262349,FALSE
4658,1,2,0.036928763,,,1,1,0,,,306,233,,,306,1,5,E,"1853, PRESBYTERIAN MAGAZIN, P386
1854, PRESBYTERIAN MAGAZIN, P80",TRUE,,262350,TRUE
4660,1,2,0.072916667,,,2,4,0.06,,,80,244,,,160,1,5,E,"1853, SO Q REV         JAN, P204
1855, SO Q REV         OCT, P284",TRUE,,262351,FALSE
4667,1,2,0.039784946,,,0,0,0,,,4,85,,,0,1,5,E,"1854, REPORT ARRESTMENT WA, P83
1854, REPORT ARRESTMENT WA, V69, P87",TRUE,TRUE,262353,FALSE
4671,1,2,0.083333333,,,20,400,0.02,,,178,374,,,3560,0.333333333,5,E,"1855, GODEYS LADYS BOO MAY, P463
1875, GODEYS LADYS BOO MAR, P285",TRUE,,262360,FALSE
4673,1,2,0.086580087,,,10,100,0.062222222,,,2,467,,,20,1,5,E,"1855, J MENT SCI, P466
1865, J MED SCI, P468",TRUE,,262363,FALSE
4674,2,3,0.012903226,,,0,0,0,,,23,70,,,0,0.333333333,5,E,"1893, MASSACHUSETTS REPORT, P58
1893, MASSACHUSETTS REPORT, P81",TRUE,TRUE,262366,FALSE
4675,1,6,0.069758065,,,0,0,0.06,,,244,181,,,0,0.035714286,5,E,"1855, NICHOLS MONTHLY  OCT, P303
1855, NICHOLS MONTHLY  AUG, P59",TRUE,,262371,FALSE
4685,1,2,0.058333333,,,1,1,0,,,355,500,,,355,0.333333333,5,E,"1858, J AGRICULTURE    MAR, P322
1857, J AGRICULTURE    MAR, P677",TRUE,,262396,FALSE
4699,1,2,0.045833333,,,0,0,0,,,202,405,,,0,1,5,E,"1859, WELT WILLE VORSTELLU, P506
1859, WELT WILLE VORSTELLU, V1, P304",TRUE,TRUE,262410,FALSE
4701,1,2,0.088186813,,,42,1764,0,,,298,157,,,12516,1,5,E,"1860, FINANCIAL CRISES, P8
1902, FINANCIAL CRISES, P306",TRUE,,262411,FALSE
4710,2,3,0.031111111,,,1,1,0,,,6,5,,,6,0.166666667,5,E,"1862, PHILADELPHIA INQUIRE, P8
1861, PHILADELPHIA INQUIRE, P2",TRUE,,262418,FALSE
4711,9,11,0.012903226,,,0,0,0,,,14,213,,,0,0.012820513,5,E,"1861, POOR RELIEF IRELAND, P206
1861, POOR RELIEF IRELAND, P220",TRUE,TRUE,262490,FALSE
4718,1,2,0.006451613,,,0,0,0,,,30,22,,,0,1,5,E,"1862, ETHISCHE SEITE NATIO, P37
1862, ETHISCHE SEITE NATIO, P7",TRUE,TRUE,262501,TRUE
4719,1,2,0.068333333,,,15,225,0,,,317,162,,,4755,1,5,E,"1862, ETHNOGRAPHY PHILOLOG, P321
1877, ETHNOGRAPHY PHILOLOG, P4",TRUE,,262502,FALSE
4720,6,7,0.04,,,0,0,0.04,,,1,4,,,0,0.047619048,5,E,"1864, IOWA RELIG NEWSL AUG, P4
1864, IOWA RELIG NEWSL JAN, P5",TRUE,TRUE,262523,FALSE
4732,1,2,0.030107527,,,1,1,0,,,25,14,,,25,1,5,E,"1865, REPORT ADMINISTRATIO, PR2
1866, REPORT ADMINISTRATIO, P27",TRUE,,262526,FALSE
4737,1,4,0.068709677,,,96,9216,0,,,18,17,,,1728,0.166666667,5,E,"1982, CONSTITUTION BY LAWS, P8
1886, CONSTITUTION BY LAWS, P26",TRUE,,262531,FALSE
4744,1,2,0.031653226,,,0,0,0,,,137,164,,,0,1,5,E,"1867, QUESTIONS REFORMED P, P233
1867, QUESTIONS REFORMED P, P96",TRUE,TRUE,262540,FALSE
4746,1,2,0.032163743,,,0,0,0,,,61,128,,,0,1,5,E,"1867, STAT US, P159
1867, STAT US, P98",TRUE,TRUE,262541,FALSE
4748,1,2,0.085951812,,,18,324,0.06,,,74,100,,,1332,1,5,E,"1868, ASCJ MONTHLY REP FEB, P63
1886, ASCJ MONTHLY REP JUL, P137",TRUE,,262542,FALSE
4750,1,2,0.053333333,,,0,0,0.06,,,3,6,,,0,1,5,E,"1868, CRETAN           JUL, P4
1868, CRETAN           MAY, P7",TRUE,,262543,FALSE
4764,1,2,0.066594828,,,100,10000,0,,,60,574,,,6000,1,5,E,"1869, T NATL ASS PROMOTION, P544
1969, T NATL ASS PROMOTION, P604",TRUE,TRUE,262550,FALSE
4765,1,2,0.077938808,,,0,0,0,,,187,112,,,0,1,5,E,"1870, 9 CENSUS US, P205
1870, 9 CENSUS US, V1, PR18",TRUE,TRUE,262551,FALSE
4771,1,2,0.088333333,,,0,0,0.12,,,0,9,,,0,1,5,E,"1871, FINAL REPORT CANAL T, P9
1871, FINAL REPORT TRUSTEE, P9",TRUE,TRUE,262554,FALSE
4781,1,2,0.08,,,41,1681,0,,,3,4,,,123,1,5,E,"1872, RELATORIO REPARTICAO, P3
1913, RELATORIO REPARTICAO, P6",TRUE,,262557,FALSE
4790,2,3,0.044396552,,,0,0,0.04,,,96,274,,,0,0.166666667,5,E,"1874, IRON MOULDERS IN APR, P322
1874, IRON MOULDERS IN JAN, P226",TRUE,TRUE,262563,FALSE
4793,1,4,0.066666667,,,11,121,0,,,6,20,,,66,0.1,5,E,"1895, ANN REPORT REGISTR 2, PR23
1884, ANN REPORT REGISTR 2, PR17",TRUE,,262570,FALSE
4802,1,2,0.019444444,,,1,1,0,,,0,21,,,0,1,5,E,"1876, PHYS POLITICS, P21
1877, PHYS POLITICS, P21",TRUE,,262585,FALSE
4804,1,2,0.04375,,,1,1,0,,,108,226,,,108,1,5,E,"1876, REV SOMMAIRE DOCTRIN, P172
1877, REV SOMMAIRE DOCTRIN, P280",TRUE,,262586,FALSE
4806,1,2,0.006451613,,,0,0,0,,,20,13,,,0,1,5,E,"1877, 1 REPORT STATE BOARD, P23
1877, 1 REPORT STATE BOARD, P3",TRUE,TRUE,262587,FALSE
4808,1,3,0.092307692,,,14,196,0,,,289,270,,,4046,0.333333333,5,E,"1907, METHODS ETHICS, P415
1893, METHODS ETHICS, P126",TRUE,,262590,FALSE
4810,1,2,0.025,,,0,0,0,,,57,358,,,0,1,5,E,"1878, ANAL INDEX REMEMBRAN, P329
1878, ANAL INDEX REMEMBRAN, P386",TRUE,TRUE,262592,FALSE
4812,2,3,0.075,,,40,1600,0,,,143,86,,,5720,0.166666667,5,E,"1918, BANK COMMISSIONERS R, PR14
1878, BANK COMMISSIONERS R, P157",TRUE,,262596,FALSE
4826,2,3,0.025806452,,,0,0,0,,,7,36,,,0,0.333333333,5,E,"1879, REPORT HEPBURN COMMI, P33
1879, REPORT HEPBURN COMMI, P40",TRUE,TRUE,262628,FALSE
4827,1,3,0.066666667,,,8,64,0,,,58,214,,,464,0.333333333,5,E,"1887, REPORT INTERNAL COMM, P185
1879, REPORT INTERNAL COMM, P243",TRUE,,262630,FALSE
4828,1,2,0.090384615,,,0,0,0.08,,,7,230,,,0,1,5,E,"1879, SALVATIONIST     SEP, P226
1879, SALVATIONIST    0901, P233",TRUE,TRUE,262632,FALSE
4835,1,2,0.025806452,,,0,0,0,,,48,67,,,0,1,5,E,"1880, WOMENS UNION J   APR, P43
1880, WOMENS UNION J   APR, P91",TRUE,TRUE,262634,FALSE
4837,2,3,0.018951613,,,0,0,0,,,299,244,,,0,0.333333333,5,E,"1881, BIOGRAPHICAL CYCLOPE, P393
1881, BIOGRAPHICAL CYCLOPE, P94",TRUE,TRUE,262637,FALSE
